product_id,title,product_description,features_summary,features
6332249,HP - 962XL High-Yield Ink Cartridge - Yellow,Shop HP 962XL High-Yield Ink Cartridge Yellow at Best Buy. Find low everyday prices and buy online for delivery or in-store pick-up. Price Match Guarantee.,"Produce stellar reports, photos and other colored documents with this HP Original 962XL yellow ink cartridge. The ink resists smearing and smudging to keep text and images sharp and easy to read. This HP Original 962XL yellow ink cartridge can print up to 1,600 pages before needing to be replaced.","[""Including Officejet Pro 9010, 9015, 9020 and 9025. Offers high printing quality."",""Enter your printer's model number into our Ink and Toner Finder to find compatible cartridges. \\u003Ca href=\""\\u002Fsite\\u002Fprinters\\u002Fprinter-ink-toner\\u002Fabcat0807000.c?id=abcat0807000\"" target=\""_blank\""\\u003EGet started ›\\u003C\\u002Fa\\u003E"",""Provides a sufficient number of prints."",null]"
6457341,HP - Refurbished EliteDesk 800 G3 Desktop - Intel Core i5 - 16GB Memory - 512GB SSD - Black,Shop HP Refurbished EliteDesk 800 G3 Desktop Intel Core i5 16GB Memory 512GB SSD Black at Best Buy. Find low everyday prices and buy online for delivery or in-store pick-up. Price Match Guarantee.,"Set up your workspace with this refurbished HP 800 G3-SFF desktop computer. The Intel Core i5 processor boasts a speed of 3.4GHz for rapid command execution, while the 16GB of RAM enable smooth multitasking across multiple intensive applications. This HP 800 G3-SFF desktop computer features a 512GB SSD for swift startups and app loads.","Built for business. Protect your data with enterprise-grade security, log in from any device anywhere, and boost productivity with the powerful management tools.,Smart four-core, four-way processing performance. The Intel Turbo Boost technology delivers dynamic extra power when you need it, while increasing energy efficiency when you don't.,Reams of high-bandwidth DDR4 RAM let you smoothly run your graphics-heavy PC games, video-editing applications, numerous programs and browser tabs at the same time.,Reads and writes to a variety of media formats, including DVD+R\u002FRW, DVD-R\u002FRW, and CD-R\u002FRW.,This flash-based SSD has no moving parts, resulting in faster startup times and data access, no noise, reduced heat production and power draw on the battery.,It also features one USB Type-C charging port and four USB 2.0 ports to connect more accessories and peripherals. Its USB 3.0 ports are backward-compatible with USB 2.0 devices (at 2.0 speeds).,The built-in Ethernet LAN port plugs into your wired network.,Connect the usual single monitor, or add a second monitor to double your viewing space for work and games. (Monitors sold separately.),Three DisplayPort outputs, microphone-in\u002Fheadphone-out combo jack, one headphone-out jack, one audio-in and one audio-out jacks.,Intel®, Pentium, Celeron, Core, Atom, Ultrabook, Intel® Inside and the Intel® Inside logo are trademarks or registered trademarks of Intel® Corporation or its subsidiaries in the United States and other countries."
6483613,Google - Geek Squad Certified Refurbished Pixel Buds A-Series True Wireless In-Ear Headphones - Olive,Shop Google Geek Squad Certified Refurbished Pixel Buds A-Series True Wireless In-Ear Headphones Olive at Best Buy. Find low everyday prices and buy online for delivery or in-store pick-up. Price Match Guarantee.,"Geek Squad® Certified Refurbished products are thoroughly, painstakingly and lovingly tested, so you can be sure that your device will work right, right away. Pixel Buds A-Series bring you rich, high-quality sound for a lot less than you’d expect. Their beamforming mics help make calls crystal clear.&#185 The flush-to-ear design is stylish, and the stabilizer arc keeps them in place so you can wear them even during the sweatiest workout.²","With custom-designed 12 mm dynamic speaker drivers, Pixel Buds A-Series deliver high-quality audio.,Adaptive Sound adjusts the volume as you move between quiet and noisy environments, so you don’t have to.³,No cord needed.,Get up to 5 hours of listening time or up to 2.5 hours of talk time on a single charge, or listen for up to 24 hours with the charging case.⁴,With noise reduction, your calls are crystal clear.¹ So the person on the other end can hear you, no matter where you are.,Pair your Pixel Buds A-Series with your Pixel or any Android device in just one tap.5 And quickly and easily connect to iOS or any other Bluetooth® 4.0+ device.⁵,They’re sweat and water resistant² and have a stabilizer arc, so they stay in place, even during strenuous workouts. The flush-to-the-ear design keeps you stylish while you exercise.,If you misplace them, hear them ring with Find My Device if they're nearby, or see their last known location on a map.⁶,¹Call quality depends on signal strength, environment, network traffic, and many other factors. Actual results may vary.,²Pixel Buds A-Series (earbuds only) have a water protection rating of IPx4 under IEC standard 60529. Water resistance is not a permanent condition and may be compromised by normal wear and tear, repair, disassembly, or damage.,³Adaptive Sound requires an Android 6.0 or newer device to enable the feature. To prevent possible hearing damage, avoid listening at high volume for prolonged periods of time.,⁴All listening times are approximate and were measured using music playback and talk with pre-production hardware and software, with fully charged Pixel Buds A-Series and case, and other features disabled.,Case is used to recharge Pixel Buds A-Series when their batteries are depleted. Battery life depends on device, features enabled, usage, environment and many other factors. Actual battery life may be lower.,Charging times are approximate. Use of other features will decrease battery life.,⁵Requires location enabled.,⁶Requires Google Pixel Buds connected with Fast Pair to a device running Android 6.0 or newer, with location history enabled. Ringing your earbuds to locate them requires them to be nearby and connected to your device. The earbuds will ring at a gradually increasing volume."
6478320,GUNNAR - Blue Light Reading Glasses - Vertex +2.5 - Onyx,Shop GUNNAR Blue Light Reading Glasses Vertex +2.5 Onyx at Best Buy. Find low everyday prices and buy online for delivery or in-store pick-up. Price Match Guarantee.,"Designed to be lightweight and stealthy comfortable, the Vertex Reading Glasses are crafted with tech that creates an ideal harmony with your eyes, face, and digital device. The Vertex Reading Glasses blend contemporary fashion with new tech materials to precisely deliver form and function. Gunnar Premium Blue Light Reading Glasses are for the digital age when performance and maximum eye protection matters.","Injection molded engineering grade frame polymers provide durability and flexibility with sturdy pin hinge design and curved nose rests provide even weight distribution and eliminate pressure points,Wide format lenses create an unobstructed panoramic, high-resolution field of view,Dual-sided anti-reflective lens coating,Gunnar's 100% UV protective coating shields the eyes from harmful ultraviolet rays,Gunnar's Blue Light Filter offers a tinted lens for optimal protection against harmful and distracting artificial blue light,Readers are available in +1.00, +1.50, +2.00, +2.50, and +3.00 magnifications,Lens width 54 mm,  nose 16 mm, temple 135 mm,  frame width 136 mm, weight 22 grams"
6238634,"Viking - Professional 5 Series 29.5"" Built-In Single Electric Convection Wall Oven - Stainless Steel","Shop Viking Professional 5 Series 29.5"" Built-In Single Electric Convection Wall Oven Stainless Steel at Best Buy. Find low everyday prices and buy online for delivery or in-store pick-up. Price Match Guarantee.","Start cooking sooner with this 30-inch Viking electric wall oven. Its Rapid Ready feature preheats quickly, so you don't have to wait, and its 4.7 cu. ft. capacity provides room for whole turkeys and large casseroles. This Viking electric wall oven includes a built-in meat probe, so you can ensure roasts are done to perfection.","For easy operation of oven functions.,Convection technology for fast cook times and flavorful results.,Conveniently eliminates the need to scrub by doing the cleaning for you.,Provides plenty of space to cook large meals for your entire family.,Feature handles for easy access and can be placed in 6 positions to accommodate a variety of cookware.,Helps maximize interior space.,Built-in appliances require special installation, which is \u003Cb\u003Enot included with delivery.\u003C\u002Fb\u003E Call 1-888-BEST BUY (1-888-237-8289) to find out more and to purchase installation.,\u003Ca href=""http:\u002F\u002Fwww.bestbuy.com\u002FApplianceDeliveryInstallation"" onclick=""return popNew(this,960,800); ""  target=""_blank""\u003E See what's included with home delivery and installation\u003C\u002Fa\u003E."
6403958,Ring - Alarm Motion Detector (2nd Gen) (2-Pack) - White,Shop Ring Alarm Motion Detector (2nd Gen) (2-Pack) White at Best Buy. Find low everyday prices and buy online for delivery or in-store pick-up. Price Match Guarantee.,"Ring Alarm Motion Detector expands your Ring Alarm and adds an extra layer of security to your home. When your Ring Alarm system is armed, the Motion Detector sends instant alerts to your phone and tablet whenever motion is detected at home.*Ring Protect subscription required, sold separately. The Motion Detector is a simple addition to your Ring Alarm that installs in minutes. Simply place your Motion Detector in a corner of any room in your home, connect it to your Ring Alarm Base Station, and you’re all set up!","Requires Ring Alarm or Ring Alarm Pro, sold separately.,Get alerts on your phone and tablet when motion is detected at home,Monitor your home from any iOS or Android device,Easy installation with no tools required,Uses two AA Batteries,Mounts to room corners or flat walls,Save up to $100 per year on home insurance with a professionally monitored Ring Alarm. (Actual savings vary depending on insurance carrier and policy).,* Ring Alarm and all Ring Alarm accessories require a subscription for in-app features and digital notifications, including digital arming \u002F disarming and integration with other Ring, Echo, Alexa, and third party products. Subscription sold separately. View ring.com\u002Fprotect-plans for pricing and details."
6388584,Geeni - Sentry Outdoor Wi-Fi Wireless Network Surveillance Camera - White,Shop Geeni Sentry Outdoor Wi-Fi Wireless Network Surveillance Camera White at Best Buy. Find low everyday prices and buy online for delivery or in-store pick-up. Price Match Guarantee.,"Protect your property with this Geeni SENTRY smart Wi-Fi surveillance camera. The motion-activated floodlight illuminates and deters potential intruders when triggered, and the built-in camera records detailed footage in HD resolution. HD night vision and image enhancing technologies let this Geeni SENTRY smart Wi-Fi surveillance camera record clear footage at night.","Built-in microphone and speaker let you hear what happens around the camera and talk back through your phone, no matter where you are.,Keep an eye on things up to 30' away when there's little to no light.,Use a SD memory cards to store your footage.,For convenience and simple setup.,It connects to 100-240V wiring and replaces your existing floodlights."
6465192,Cricut - Smart Vinyl – Permanent 12 ft - Black,Shop Cricut Smart Vinyl – Permanent 12 ft Black at Best Buy. Find low everyday prices and buy online for delivery or in-store pick-up. Price Match Guarantee.,"Creating personalized projects, big or small, is a snap with Smart Vinyl. This nifty material lets you make more in less time, no cutting mat needed – just load and go. Cut a quick decal for your water bottle, lettering for a school project, or create a bold banner in minutes. This vinyl is weather-resistant, so it’ll last even in the great outdoors. For use with Cricut Explore 3 and Cricut Maker 3.  *Not intended for food or mouth contact. Carefully follow instructions at cricut.com\u002Fhelp\u002Fdishwasher-friendly","1 roll 13 in x 12 ft (33 cm x 3.7 m),Works without a cutting mat – just load and go!,Dishwasher friendly*,Weather-resistant, ideal for outdoor projects,For Cricut Explore 3 and Cricut Maker 3"
6462653,Metra - Speaker Harness for Select 2009-2021 Hyundai Elantra Santa Fe Accent Sportage Forte Tucson - Multi,Shop Metra Speaker Harness for Select 2009-2021 Hyundai Elantra Santa Fe Accent Sportage Forte Tucson Multi at Best Buy. Find low everyday prices and buy online for delivery or in-store pick-up. Price Match Guarantee.,"Connect your new 2014-2018 Kia or 2014-2018 Hyundai stereo with this pair of Metra speaker harnesses. The two quick-slide connectors offer a secure fit with most car speaker terminals, while the compact design allows easy installation in tight spaces. These Metra speaker harnesses have plastic caps to help keep the connectors clean.","For use in your existing vehicle.,Allows you to retain the factory speaker connectors while installing a new set of speakers without having to splice into the factory wiring.,Ensure quick and easy installation.,Provides flexible installation options."
4533300,Microsoft - Desktop 850 Full-size Wireless Keyboard and Mouse Bundle - Black,Shop Microsoft Desktop 850 Full-size Wireless Keyboard and Mouse Bundle Black at Best Buy. Find low everyday prices and buy online for delivery or in-store pick-up. Price Match Guarantee.,"Type notes and input data comfortably with this Microsoft Wireless Desktop keyboard, which features a 30' wireless range, quiet-touch keys and media shortcuts for intuitive control. The included mouse offers simple navigation.","Full-size keyboard with numeric keypad and quiet-touch keys allows you to type comfortably and input numbers with ease.,For easy access to commonly used functions. Media keys let you control music and video functions.,Offers flexible connectivity.,Data encryption protects your information."
5730704,Joy-Con (L/R) Wireless Controllers for Nintendo Switch - Neon Red/Neon Blue,Shop Joy-Con (L/R) Wireless Controllers for Nintendo Switch Neon Red/Neon Blue at Best Buy. Find low everyday prices and buy online for delivery or in-store pick-up. Price Match Guarantee.,"Add a splash of color to your entertainment system with this Nintendo Joy-Con for Nintendo Switch. Its bright neon red and blue hues add a cheerful touch, and it lets you include another player in your games for competition or cooperation. This Nintendo Joy-Con can be separated into two parts for additional control options.","Includes Joy-Con (L) and Joy-Con (R) controllers,Two Joy-Cons can be used independently in each hand, or together as one game controller when attached to the Joy-Con grip,Can be attached to the main console for use in handheld mode, or be shared with friends to enjoy two-player action in supported games,Each Joy-Con has a full set of buttons and can act as a standalone controller,Includes an accelerometer and a gyro sensor, making independent left and right motion control possible,Control the action from almost anywhere in the room without cords,Battery-powered design for tangle-free operation during long-lasting gaming sessions,Compatible with the Nintendo Switch gaming console,Officially licensed by Nintendo"
6516488,Konami - Yu-Gi-Oh! Trading Card Game - Structure Deck: Dark World,Shop Konami Yu-Gi-Oh! Trading Card Game Structure Deck: Dark World at Best Buy. Find low everyday prices and buy online for delivery or in-store pick-up. Price Match Guarantee.,"Darkness returns this winter with a brand-new Structure Deck: Dark World* Grapha, Dragon Lord of Dark World first debuted in the game-shaking Structure Deck: Gates of the Underworld and its return is now nigh! Structure Deck: Dark World brings this notorious theme back to the human world with a slew of new features! Here’s just some of what you can expect: Reign-Beaux, Overlord of Dark World has received a promotion! This new form of Reign-Beaux Level 8 monster with 3000 ATK can Special Summon itself from the Graveyard (GY) simply by returning a Level 7 or lower “Dark World” monster from your field to your hand. If it is discarded to the GY, you can add a Level 5 or higher “Dark World” monster from your Deck to your hand, and if it was your opponent who forced you to discard, watch out… Reign-Beaux isn’t the only one who’s been waiting for this day for over a decade! The great dragon lord Grapha has a brand-new form as well! The new Grapha is a Fusion Monster Summoned using Grapha, Dragon Lord of Dark World and any other DARK monster. You can Summon it with a new Spell Card that lets you Fusion Summon by discarding cards, triggering the effects of any “Dark World” monsters used as well as other powerful DARK monsters like the “Danger!” monsters. While this new Fusion Monster is on the field, you can hijack an opponent’s Normal Spell\u002FTrap Card or monster effect, turning it into a discard effect that unleashes your “Dark World” monsters’ true power! This new Structure Deck is playable right out of the box – the Dark World army awaits you!","5 Ultra Rare Cards,3 Super Rare Cards,37 Common Cards,1 Double-sided Deluxe Game Mat\u002FDueling Guide,Suitable for ages 6 and up"
347137,Metra - Radio Harness for Select 1998-2005 Ford Lincoln Explorer Expedition Excursion Mountaineer - Multi,Shop Metra Radio Harness for Select 1998-2005 Ford Lincoln Explorer Expedition Excursion Mountaineer Multi at Best Buy. Find low everyday prices and buy online for delivery or in-store pick-up. Price Match Guarantee.,Update your Ford's sound system with this wiring harness that allows the installation of an aftermarket radio into most 1998-2008 Ford vehicles.,"Including Lincoln, Mercury and Mazda models,Lets you install an aftermarket radio to your vehicle's harness,Allows you to transform your vehicle's audio system"
9437175,"Metra - Radio Harness for Select 2009-2014 Hyundai, Kia - Multi","Shop Metra Radio Harness for Select 2009-2014 Hyundai, Kia Multi at Best Buy. Find low everyday prices and buy online for delivery or in-store pick-up. Price Match Guarantee.",Install an aftermarket radio in your compatible Hyundai or Kia vehicle with this harness adapter that is compatible with select models with an Infinity sound system.,"[null,""With an Infinity sound system for wide-ranging compatibility."",""Connect an aftermarket radio to the vehicle's harness."",""For easy installation.""]"
6408450,Good Job! - Nintendo Switch [Digital],Shop Good Job! Nintendo Switch [Digital] at Best Buy. Find low everyday prices and buy online for delivery or in-store pick-up. Price Match Guarantee.,"As the clumsy child of a CEO, you must climb the corporate ladder - one office-themed puzzle at a time. Complete puzzles in multiple ways as you experiment with the interactive environments - a projector can be wheeled gently through an electric door or catapulted through the wall. So toil (or tumble) your way to the top, and make your father proud.","A bumbling employee meets office-themed puzzles,Complete puzzles in multiple ways as you experiment with the interactive environments - a projector can be wheeled gently through an electric door or catapulted through the wall,Pass a Joy-Con™ controller to a friend (or coworker) for some help solving puzzles, sharing tasks, or collecting in-game outfits,Over 100 collectible outfits, ranging from business casual to Viking chic, are hidden throughout office's puzzles"
5707770,Vitamix - Ascent Series A2300 Blender - Red,Shop Vitamix Ascent Series A2300 Blender Red at Best Buy. Find low everyday prices and buy online for delivery or in-store pick-up. Price Match Guarantee.,"Equipped with Variable Speed Control and Pulse, the A2300 lets you easily adjust the texture of every dish. Built-in wireless connectivity will allow Ascent™ Series blenders to evolve with the latest innovations for years to come.","The variable Speed Control lets you fine-tune every texture—from smooth purée to chunky salsas—and everything in between.,With the Pulse feature, layer coarse chops over smooth purées for heartier recipes, such as chunky pasta sauce or thick vegetable soups.,The motor base will automatically adjust the maximum blending times for the container size you’ve chosen,A built-in digital timer removes the guesswork with recipes you process manually, helping you achieve the perfect texture every time.,Add a range of compatible container sizes, building a customized blending system designed to fit your needs."
6463525,Vornado - ATOM 1 Desktop Tower Fan - Black,Shop Vornado ATOM 1 Desktop Tower Fan Black at Best Buy. Find low everyday prices and buy online for delivery or in-store pick-up. Price Match Guarantee.,"The unexpectedly powerful Atom 1 is  a small room tower circulator that brings substantial airflow anywhere in the home, and with the swipe of a finger you can easily choose from 90º up to 360º of oscillation. With 4 speeds you can go from a gentle breeze to a high-velocity rush of air.A little product that brings a big list of credentials — Atom 1 is small, but mighty.","Easily adjust using the illuminated touch controls,Choose from 90° up to 360° of oscillation with the swipe of your finger.,More effectively moves all the air in a small room.,Provides a gentle breeze or a high-velocity rush of air.,Supported by a customer service team based in Andover, Kansas."
6067183,"Grand Theft Auto V $500,000 Bull Shark Cash Card - Xbox One [Digital]","Shop Grand Theft Auto V $500,000 Bull Shark Cash Card Xbox One [Digital] at Best Buy. Find low everyday prices and buy online for delivery or in-store pick-up. Price Match Guarantee.","Grand Theft Auto V $500,000 Bull Shark Cash Card. Cash is king in this town. Solve your money problem and help get what you want across Los Santos and Blaine County with the Bull Shark Cash Card worth $500,000 in-game GTA dollars to spend in Grand Theft Auto Online. All purchased cash is automatically deposited into your character's bank account. Spend wisely, cash therapy is fleeting.","Downloadable content is compatible with Xbox One,Players can use cash inside GTA V for the following: Deposit Purchase Get what you want,Get $500,000 Cash for Grand Theft Auto V"
6455075,DCS by Fisher & Paykel - Trash bin - Brushed Stainless Steel,Shop DCS by Fisher & Paykel Trash bin Brushed Stainless Steel at Best Buy. Find low everyday prices and buy online for delivery or in-store pick-up. Price Match Guarantee.,Keep the trash in your outdoor kitchen away from pests with this DCS trash and recycle bin. This slide-out drawer stands up to inclement weather and includes two removable bins to help separate recyclables automatically. The stainless steel construction of this DCS trash and recycle bin protects against insects and rodents.,"Includes two full size removable bins.,Designed to prevent ingress of rodents and insects and is weather resistant.,Is a perfect complement to any DCS outdoor kitchen."
6410157,"Cricut - Variety 12"" x 24"" Cutting Mats (3-Count)","Shop Cricut Variety 12"" x 24"" Cutting Mats (3-Count) at Best Buy. Find low everyday prices and buy online for delivery or in-store pick-up. Price Match Guarantee.","Cut different types of materials with this three-pack of assorted Cricut cutting mats. The grid lines help you line up your paper, cloth or cardstock easily, while the standard dimensions fit most Cricut cutting machines. These Cricut cutting mats have vibrant colors to brighten up your craft room, and the large surface lets you cut up several projects at once.","For use with your existing Cricut cutting machines.,Along with measurement grid allows you to accurately cut pieces with dimensions you need.,Allow you to easily cut various crafting materials.,These mats are great for cutting a variety of materials, including cardstock, patterned paper, vinyl, iron-on, and more."
9436979,Metra - Dash Kit for Select 2005-2013 Chevrolet Buick Pontiac Hummer Saturn DDIN - Black,Shop Metra Dash Kit for Select 2005-2013 Chevrolet Buick Pontiac Hummer Saturn DDIN Black at Best Buy. Find low everyday prices and buy online for delivery or in-store pick-up. Price Match Guarantee.,Install an aftermarket in-dash deck in your vehicle with this installation kit that accommodates 1 double DIN or 2 DIN components.,"[null,""Including Chevrolet Corvette and Uplander, Pontiac Montana SV6, Saturn Relay, Buick Terraza and Hummer H3 models."",""Accommodates 1 double DIN or 2 DIN components."",""Offers durability."",""To blend seamlessly with your vehicle's interior.""]"
